英,汉
knew,"v.知道；认识；了解；熟悉
n.〈口〉知晓"
dumbasses,web.蠢驴
alpha,n.希腊字母表的第 1 个字母
beth,n.贝丝；希伯来语第二个字母；【女名】女子名
transcript,n.抄本；誊本；打印本；学生成绩报告单
breaker,n.拍岸的白浪
especially,adv.尤其；特别；专门；非常
failure,n.失败；故障；失灵；倒闭
considered,"adj.考虑过的；被尊重的
v.“consider”的过去分词和过去式"
sidekick,n.搭档；帮手；朋友；〈非正式〉伙伴
sale,n.销售；出售；大减价；销售量
ways,"n.方法；方式；方面；路
v.让开；除去；处分
adv.同“away”；远为"
subjectively,adv.主观地；主观上地
senior,"adj.大；级别（或地位）高的；成人的；高级水平的
n.上级；上司；较…年长的人；级别（或地位）较高者"
lying,"v.躺；撒谎；欺骗；位于
n.谎言；窝；(高尔夫球的)球位；〔英口〕躺"
laws,n.法律；规律；定律；规则
rating,"n.等级；级别；收视率；收听率
v.“rate”的现在分词"
queef,web.放气
show,"n.演出；歌舞表演；（电视或广播）节目；（尤指摇滚）音乐会
v.表明；证明；给…看；出示"
text,"n.文本；教科书；文档；剧本
v.（用手机给某人）发短信"
agreed,"adj.已一致[同意]的
v.“agree”的过去式和过去分词"
terminate,"v.终止；到达终点站
adj.终止的；有限的(小数等)"
disbanded,v.解散；遣散
discovered,v.发现；露出；显示；【国象】(移开己方挡道棋子)将(对方)一军
chicken,"n.〈非正式〉胆小鬼；【动】鸡；【食】鸡肉；涉世未深的年轻人
adj.〈非正式〉胆怯的"
presidentress,web.总统夫人；女总统
busy,"adj.忙碌的；无暇的；忙于（做某事）；人来车往的
n.包打听
v.忙着做某事"
based,"n.基；根据；基数；【乐】低音
adj.（以某事）为基础（或根据）；在…居住（或工作）
v.以(…)作为…的根据"
earned,v.赢得；挣得
dick,n.鸡巴；屌
state,"n.状态；国家；状况；州
v.说明；陈述；声明；规定
adj.国家提供（或控制）的；国事礼仪（或规格）的；州的；邦的"
sugar,"n.食糖；一匙糖；一块方糖；（植物、水果等所含的）糖
v.在…中加糖；在…上撒糖；给…裹上糖衣
int.真是的"
pressa,web.基为德国科隆的国际出版展；隆普里萨
wood,"n.木材；木头；树林；木料
v.在…植树造林；供木材给…；用木头垫住[支住]；收集木材
adj.精神错乱的；暴怒；愤怒"
snickers,v.同“snigger”
enthusiasm,n.热情；热忱；热心；热衷的事物
achieve,v.完成；（凭长期努力）达到（某目标、地位、标准）；成功
wearing,"adj.令人精疲力竭的；使人疲倦的；令人厌烦的
v.“wear”的现在分词；“overwear”的现在分词"
sweetie,n.（儿童语）糖果；招人喜欢的人；可爱的人；（用作称呼语）亲爱的
means,"n.方法；方式；途径；财富
v.“mean”的第三人称单数"
de,"prep.〈外〉同“off. de facto”
abbr.(=destroyer escort)护航驱逐舰"
lucky,"adj.有好运的；运气好的；幸运的；好运带来的
n.〈俚〉逃亡"
hostile,"adj.敌意的；敌对的；坚决否定；强烈反对
n.敌对分子；【美史】敌视白人的印第安人"
amazon,n.〈外〉亚马逊河；女战士；【希神】亚马逊族女战士；彪形妇女
preparing,"adj.预备的；制备的
v.“prepare”的现在分词"
pretending,v.假装；装作；假托；(戏剧等中)装扮
basement,n.地下室
pheromones,n.分泌信息素；信息激素；外激素
him,pron.他；指上帝
celebrate,v.庆祝；庆贺；赞美；颂扬
ghetto,"n.贫民区；（相同种族或背景人的）聚居区
v.同“ghettoize”"
crabs,"n.蟹；蟹肉；【天】巨蟹座；【植】沙果
v.用爪抓；使侧航；使斜行；挑剔"
reveal,"v.透露；揭示；显示；展示
n.启示；【建】窗侧壁；门侧；(汽车的)窗框"
runs,"v.运行；跑；经营；行驶
n.跑；逃走；跑拢；赛跑
adj.刚捉上来的(鱼)；液化的；铸的；〈俚〉走私的"
autistic,adj.自闭症的；孤独症的
enemy,"n.敌人；敌军；敌国；仇人
adj.敌人的"
married,"adj.已婚的；婚姻的；结婚的；专心（于某事）
n.已婚的人
v.“marry”的过去式和过去分词"
taxes,"n.税；负担；〈美〉会费；〈英口〉收税官
v.征税；谴责；使负重担；绞(脑汁)"
drone,"n.雄蜂；嗡嗡声；持续低音（如风笛等发出的持续音）
v.嗡嗡叫；嗡嗡响"
twice,adv.两倍；两次；两遍
stupid,"n.傻子
adj.欠考虑的；糊涂的；笨的；傻的"
streamlined,"v.把…做成流线型；调整(机构等)使现代化或提高效率
adj.流线型的
n.【物】流线"
x,"abbr.【电】同“reactance”；【化】同“xenon”
v.用x 符号标出(自己对候选人,试题答案等的选择)"
told,v.tell(告诉)的过去式和过去分词
secretary,n.秘书；大臣；部长；（俱乐部、社团等的）干事
madam,n.夫人；女士；喜欢支使别人的年轻女子；任性妄为的年轻女子
blew,v.blow(吹)的过去式
dump,"v.倾倒；抛售；抛弃；转存
n.垃圾场；转储；转存；废物堆"
subatomic,adj.亚原子的；比原子小的；原子内的
intelligence,n.智力；智慧；才智；（尤指关于敌国的）情报
national,"adj.国家的；民族的；全国的；国有的
n.（某国的）公民"
ends,"n.端；目的；结果；最后
v.结尾；终止；死；竖立"
sex,"n.性；性别；男性；女性
adj.性的；与性有关的
v.辨识…的性别"
dumb,adj.哑的；不能说话的；一时说不出话的；不肯开口的
desperate,adj.渴望；（因绝望而）不惜冒险的；绝望的；孤注一掷的
lee,"n.背风处；避风处；（酒瓶等容器中的）沉淀物
adj.背风的"
insulting,"adj.侮辱的；有冒犯性的；无礼的
v.“insult”的现在分词"
federal,"n.联邦主义者；【美史】北部联邦同盟盟员；联邦政府战士；联邦政府拥护者
adj.联邦制的；（在美国、加拿大等联邦制下）联邦政府的"
nuclear,"adj.原子能的；核能的；核武器的；核子的
n.核武器主义者"
wikipedia,web.维基百科；维基百科全书；百科全书维基百科
boundaries,n.边界；界限；(球场)边线；界标
genius,n.天才；天赋；天才人物；天资
enough,"pron.足够；充足；充分
n.足够
adv.相当；充分的；足够地；充分地
int.够了
adj.充足的"
between,"prep.（空间上）在…中间；（时间上）在…之间
adv.（空间或时间上）在中间"
across,"adv.横过；宽；在对面；从一边到另一边
prep.横过；遍及；从…一边到另一边；在…对面"
piss,"int.〈美俚〉呸
n.撒尿
v.撒尿"
accord,"n.协议；协定；一致；和谐
v.一致；给予；相符；协调"
wears,"v.磨损；穿；戴；耐磨
n.磨损；穿着；佩戴；穿戴
adj.不磨损的"
felony,n.重罪；重刑罪
boss,"n.老板；经理；首领；轮毂
v.指挥；负责；当…的首领；仗势欺人
adj.掌权的；〔俚语〕第一流的"
embarrassment,n.窘迫；难堪；困境；害羞
distinguish,v.区分；辨别；分清；认出
approval,n.批准；同意；赞成；（商品）试用
feeling,"n.感觉；感情；知觉；看法
adj.敏感的；富有感情的"
instant,"n.瞬间；片刻；某一时刻
adj.立即的；立刻的；速食的；即食的
conj.同“as soon as”"
mega,adj.巨大的；极佳的
fault,"n.故障；过错；过失；缺陷
v.发现错误；找出缺点"
contract,"v.收缩；订约；感染
n.【法】合同；〈非正式〉买凶杀人"
protection,n.保护；保险；防卫；贸易保护
fear,"v.害怕；担心；惧怕；担忧
n.害怕；惧怕；担忧"
aaah,web.啊；亚太卫生人力资源行动联盟；我欲语无言
adjusted,v.调整；校正；整理；核算(盈亏)
cancer,n.癌；恶性肿瘤；巨蟹座；毒瘤
learning,"n.学习；学问；知识；学识
v.“learn”的现在分词"
diff,n.微分元件；微分电路
trust,"n.信任；信托；相信；信赖
v.信任；相信；信赖；希望"
expensive,adj.昂贵的；花钱多的；价格高的
speak,v.说；说话；讲话；发言
conference,n.研讨会；（正式）讨论会；体育协会（或联合会）
capable,adj.有能力；有才能；能力强的；足以胜任的
stretch,"v.伸展；延伸；伸出；舒展
n.伸展；弹性；舒展；一片
adj.有弹力的"
tiny,"adj.极小的；微小的；微量的
n.小孩子；【医】癣；【女名】女子名"
mart,n.贸易场所；集市
damn,"v.（表示愤怒）该死；令（某人）下地狱；强烈指责；谴责
adv.（表示厌烦）该死；极
n.诅咒；些微
adj.该死的；完全的
int.他妈的"
treat,"v.治疗；处理；招待；款待
n.款待；乐事；乐趣"
waste,"n.垃圾；废物；浪费；废料
v.浪费；白费；糟蹋；滥用
adj.荒芜的；废弃的；丢弃的；无用的"
troopers,n.骑兵；骑警；战马；运兵船
controlled,"adj.十分小心完成的；精心安排的；（受法律或规则）限制的；控制的
v.“control”的过去分词和过去式"
mushroom,"n.蘑菇；蕈；伞菌
adj.蘑菇形的；雨后蘑菇似的；蘑菇一般短命的
v.快速生长；迅速增长；采蘑菇"
fire,"n.火灾；火力；射击；失火
v.射击；解雇；开火；点火"
else,"adv.别的；其他的；另外的；不同的
adj.别的
n.【女名】女子名"
craft,"n.工艺；船；手艺；飞行器
v.（尤指用手工）精心制作"
falling,"v.下降；跌倒；落下；跌落
n.落下；跌落；下落；掉落
adj.〈美〉秋天的；秋天成熟的；(衣服等)秋天用的"
worked,"n.工作；努力；作用；工件
v.有效；处理；解；运转"
realities,n.事实；真实；【哲】现实；现实性
sound,"adj.明智的；合理的；正确的；可靠的
n.声音；响声；声响；音响
v.听起来…的；响；鸣警报；拉响警报
adv.酣（睡）；（睡得）沉
linkv.听起来好像；让人听着好像"
cul,web.文化；Canadian underwriter laboratory；库利亚坎
laser,n.激光器
trashed,v.“trash”的过去式和过去分词
archnemesis,web.天谴
situation,n.情况；〈正式〉工作；地点
guide,"n.指南；向导；导游；手册
v.指导；指引；给某人领路（或导游）；阐明"
invisi,web.隐性人
semper,adv.〈外〉经常；永远
soil,"n.土壤；土地；国土；领土
v.弄脏"
commander,n.指挥官；负责人；（英国或美国）海军中校；（英国）伦敦高级警官
draining,"n.排水；枯竭；耗费；排水渠
v.排泄；倒空；花光；使…某物枯竭"
motivated,v.“motivate”的过去分词和过去式
mediocre,adj.平庸的；普通的；平常的
terrorist,n.恐怖主义者；恐怖分子
shirt,n.（尤指男式的）衬衫
doctor,"n.医生；博士；大夫；诊所
v.篡改；伪造；将有害物掺入（食物或饮料）中；阉割（动物）"
pay,"n.工资；薪水
v.付费；偿还；交纳；付酬
adj.需付费的；含贵重矿物的；矿藏丰富的；有关支付的"
cross,"v.交叉；穿越；横过；越过
n.叉字形记号；十字形记号；（旧时用以处死人的）十字架
adj.恼怒的；十分愤怒的；生气的"
lava,n.岩浆；火山岩
surveillance,n.（对犯罪嫌疑人或可能发生犯罪的地方的）监视
gentlemen,n.〈正式〉先生；绅士；正人君子；有教养的人
became,v.become(变成）的过去式
digging,"v.喜欢；寻找；掘（地）；凿（洞）；挖；喜欢；探究 (up； out)；看到
n.挖苦；（用手指或肘部）轻碰；嘲讽；考古发掘；挖掘地点；挖苦；一挖；一戳"
four,"num.四
n.四个人（或事物）的一组；得四分的一击；四人赛艇的全体成员"
status,n.地位；身份；情形；法律地位（或身份）
satellite,"n.卫星；人造卫星；卫星城；卫星国
v.通过通讯卫星播送[传播]"
putin,v.探进；放进；输入；纳入
slave,"n.奴隶；完全受（某事物）控制的人；完全依赖（某事物）的人；从动装置
v.苦干；辛勤地工作"
drink,"v.喝；喝酒；饮；（尤指）酗酒
n.饮料；酒；一杯；酒精饮料"
disagree,v.不同意；不符；持不同意见；有分歧
aaaaaah,
diplomatically,adv.外交上；用外交手腕
hand,"n.手；手工；帮助；指针
v.交；递；给"
moving,"n.移动；感动；〈口〉电影
adj.动人的；令人感动的；移动的；运动的
v.“move”的现在分词"
infinite,"adj.极大的；无法衡量的；无限的；无穷尽的
n.无限的事物；无穷尽的事物；上帝"
changing,"n.变化；改变；变迁；改革
v.改变；更换；交换；兑换"
task,"n.工作；（尤指语言教学中旨在帮助达到某一学习目的的）活动
v.交给某人（任务）；派给某人（工作）"
makes,"v.做；制造；使得；制定
linkv.成为；等于；适合；合计
n.（机器、设备等的）品牌"
obviously,adv.显然；明显地
idiot,n.白痴；蠢人；笨蛋
accountable,adj.（对自己的决定、行为）负有责任
contact,"n.接触；联络；交往；接触器
v.联系
adj.保持接触的；由接触引起的；【航】可看见地面景物的
adv.【航】以目力观察(飞行)
int.开动"
smoked,v.“smoke”的过去式和过去分词
dipshit,n. 笨蛋
left,"n.左；左边；左方；左转弯
adv.向左；在左边
adj.左边的
v.“leave”的过去式和过去分词"
fishing,"n.钓鱼；捕鱼业（或活动）
v.“fish”的现在分词"
touch,"v.触摸；接触；碰；触及
n.触摸；碰；触觉；触感"
protecting,"v.保护；警戒；防止(危险,损害等)"
blow,"v.吹；刮；吹动；吹奏（哨子、乐器等）
n.（用手、武器等的）猛击；打击；挫折；吹
int.表示厌烦"
death,n.死亡；死神；毁灭；生命的终止
wee,"adj.很小的；极小的；微量的；很少的
n.尿尿；撒尿
v.尿尿；撒尿"
workers,n.工人；工作者；工蚁；技工
chest,n.胸部；胸膛；有…胸的；胸部…的
arrest,"n.逮捕；拘捕；停止；中止
v.逮捕；阻止；拘留；中止"
